MES;Área Integrada de Segurança Pública - AISP ;Homicídio Doloso ;Lesão Corporal Seguida de Morte ;Roubo com Resultado Morte - (Latrocínio) ;Tentativa de Homicídio ;Estupro ;Roubo a Ônibus (Urbano e em Rodovia) ;Roubo de Veículo ;Furto de Veículo ;Uso ou Porte Substância Entorpecente (Usuários) 
2019-15-1;AISP 04 - São Caetano ;8;0;0;1;9;22;29;4;3
2019-15-1;AISP 05 - Periperi ;16;0;0;13;7;13;19;12;20
2019-15-1;AISP 08 - CIA ;3;0;0;1;2;1;3;0;23
2019-15-1;AISP 10 - Pau da Lima ;7;0;0;1;4;5;37;6;4
2019-15-1;AISP 11 - Tancredo Neves ;10;0;0;0;6;40;39;9;9
2019-15-1;AISP 13 - Cajazeiras ;4;0;0;2;1;11;19;4;0
2020-15-1;AISP 06 - Brotas ;2;0;0;0;3;5;31;5;1
2020-15-1;AISP 07 - Rio Vermelho ;1;0;0;0;2;3;12;3;9
2020-15-1;AISP 09 - Boca do Rio ;1;0;0;0;1;13;32;2;0
2020-15-1;AISP 12 - Itapuã ;5;0;0;3;9;10;62;14;1
2020-15-1;AISP 14 - Barra ;0;0;0;0;0;1;5;1;1
2020-15-1;AISP 15 - Nordeste ;1;0;0;1;1;4;2;0;0
2020-15-1;AISP 16 - Pituba ;0;0;0;0;2;13;9;1;6
2020-15-1;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-1;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-2;AISP 06 - Brotas ;5;0;1;0;0;15;34;13;2
2017-15-2;AISP 07 - Rio Vermelho ;2;0;0;9;4;16;15;8;8
2017-15-2;AISP 09 - Boca do Rio ;4;0;0;0;2;5;48;6;6
2017-15-2;AISP 12 - Itapuã ;8;0;0;2;5;17;36;17;15
2017-15-2;AISP 14 - Barra ;0;0;0;1;0;4;8;6;4
2017-15-2;AISP 15 - Nordeste ;3;0;0;0;0;2;1;0;5
2017-15-2;AISP 16 - Pituba ;0;0;0;1;0;8;22;6;7
2017-15-2;AISP 01 - Barris ;3;0;0;0;3;15;25;5;17
2017-15-2;AISP 02 - Liberdade ;11;0;0;13;5;8;40;6;1
2017-15-2;AISP 03 - Bonfim ;4;0;0;1;2;41;24;19;5
2017-15-2;AISP 04 - São Caetano ;3;0;0;1;2;17;46;5;5
2017-15-2;AISP 05 - Periperi ;12;0;1;8;12;23;43;6;7
2017-15-2;AISP 08 - CIA ;5;0;0;2;0;2;18;1;9
2017-15-2;AISP 10 - Pau da Lima ;12;0;0;2;1;3;41;6;5
2017-15-2;AISP 11 - Tancredo Neves ;13;0;0;10;8;24;48;9;18
2017-15-2;AISP 13 - Cajazeiras ;17;0;1;2;3;6;36;1;10
2018-15-2;AISP 06 - Brotas ;6;0;1;5;2;12;22;11;7
2018-15-2;AISP 07 - Rio Vermelho ;2;0;0;0;0;10;15;14;18
2018-15-2;AISP 09 - Boca do Rio ;1;0;0;0;2;9;32;9;12
2018-15-2;AISP 12 - Itapuã ;9;0;0;2;4;11;34;18;9
2018-15-2;AISP 14 - Barra ;1;0;0;0;1;0;3;3;18
2018-15-2;AISP 15 - Nordeste ;2;0;0;2;0;4;1;0;4
2018-15-2;AISP 16 - Pituba ;0;0;0;0;1;7;17;9;9
2018-15-2;AISP 01 - Barris ;2;0;0;4;4;7;17;6;13
2018-15-2;AISP 02 - Liberdade ;12;0;0;1;2;14;48;6;2
2018-15-2;AISP 03 - Bonfim ;8;0;0;3;8;16;30;11;15
2018-15-2;AISP 04 - São Caetano ;6;0;0;0;4;20;46;3;6
2018-15-2;AISP 05 - Periperi ;19;1;0;9;3;17;18;7;2
2018-15-2;AISP 08 - CIA ;0;0;0;0;0;3;18;1;10
2018-15-2;AISP 10 - Pau da Lima ;4;0;0;1;4;10;38;10;3
2018-15-2;AISP 11 - Tancredo Neves ;11;0;0;3;5;26;54;9;5
2018-15-2;AISP 13 - Cajazeiras ;3;0;0;4;4;5;33;5;10
2019-15-2;AISP 06 - Brotas ;2;0;0;1;0;6;23;7;12
2019-15-2;AISP 07 - Rio Vermelho ;2;0;0;3;0;10;9;3;13
2019-15-2;AISP 09 - Boca do Rio ;3;0;1;1;1;1;35;1;2
2019-15-2;AISP 12 - Itapuã ;5;0;2;0;9;11;51;11;11
2019-15-2;AISP 14 - Barra ;0;0;0;0;1;2;2;3;7
2019-15-2;AISP 15 - Nordeste ;1;0;0;1;0;1;2;0;7
2019-15-2;AISP 16 - Pituba ;0;0;0;0;1;8;11;1;8
2019-15-2;AISP 01 - Barris ;1;0;0;0;1;5;9;7;19
2019-15-2;AISP 02 - Liberdade ;4;0;0;0;3;8;25;14;4
2019-15-2;AISP 03 - Bonfim ;12;0;0;5;1;12;25;6;4
2019-15-2;AISP 04 - São Caetano ;9;0;0;6;1;15;37;8;2
2019-15-2;AISP 05 - Periperi ;17;0;0;6;6;11;33;7;10
2019-15-2;AISP 08 - CIA ;3;0;0;1;0;1;7;1;9
2019-15-2;AISP 10 - Pau da Lima ;5;0;0;0;1;4;31;13;2
2019-15-2;AISP 11 - Tancredo Neves ;6;0;1;0;4;25;52;16;8
2019-15-2;AISP 13 - Cajazeiras ;1;0;0;1;2;9;27;6;2
2020-15-2;AISP 06 - Brotas ;5;0;0;1;2;19;25;1;6
2020-15-2;AISP 07 - Rio Vermelho ;0;0;0;0;3;1;8;7;5
2020-15-2;AISP 09 - Boca do Rio ;4;0;0;0;0;6;26;7;0
2020-15-2;AISP 12 - Itapuã ;12;0;1;0;11;16;80;16;3
2020-15-2;AISP 14 - Barra ;0;0;0;0;1;0;5;1;0
2020-15-2;AISP 15 - Nordeste ;2;0;0;0;1;8;3;1;0
2020-15-2;AISP 16 - Pituba ;0;0;0;0;2;8;16;1;6
2020-15-2;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-2;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-3;AISP 06 - Brotas ;5;0;0;2;6;26;30;13;5
2017-15-3;AISP 07 - Rio Vermelho ;4;0;0;0;1;16;20;9;9
2017-15-3;AISP 09 - Boca do Rio ;1;0;0;1;5;4;48;8;7
2017-15-3;AISP 12 - Itapuã ;16;1;0;2;9;23;72;22;24
2017-15-3;AISP 14 - Barra ;0;0;1;0;1;3;9;4;0
2017-15-3;AISP 15 - Nordeste ;1;0;0;0;1;5;0;1;3
2017-15-3;AISP 16 - Pituba ;2;0;0;0;2;15;25;8;10
2017-15-3;AISP 01 - Barris ;4;0;0;0;2;18;19;9;3
2017-15-3;AISP 02 - Liberdade ;4;0;0;2;1;9;26;9;4
2017-15-3;AISP 03 - Bonfim ;7;0;1;4;5;34;24;19;9
2017-15-3;AISP 04 - São Caetano ;10;0;0;3;4;30;49;7;3
2017-15-3;AISP 05 - Periperi ;25;0;1;7;7;34;35;11;3
2017-15-3;AISP 08 - CIA ;2;0;0;0;0;1;11;1;12
2017-15-3;AISP 10 - Pau da Lima ;11;0;0;5;9;4;47;7;1
2017-15-3;AISP 11 - Tancredo Neves ;16;0;0;3;8;39;54;17;19
2017-15-3;AISP 13 - Cajazeiras ;13;0;1;1;5;4;38;4;5
2018-15-3;AISP 06 - Brotas ;2;0;0;1;2;10;30;8;5
2018-15-3;AISP 07 - Rio Vermelho ;0;0;0;2;3;7;22;4;14
2018-15-3;AISP 09 - Boca do Rio ;5;0;0;0;3;9;53;7;8
2018-15-3;AISP 12 - Itapuã ;15;0;1;1;8;7;62;16;12
2018-15-3;AISP 14 - Barra ;0;0;0;0;1;2;2;1;3
2018-15-3;AISP 15 - Nordeste ;2;0;0;0;2;0;2;2;11
2018-15-3;AISP 16 - Pituba ;0;0;0;0;0;7;24;5;6
2018-15-3;AISP 01 - Barris ;1;0;0;0;1;5;23;4;36
2018-15-3;AISP 02 - Liberdade ;13;0;0;7;1;4;41;8;3
2018-15-3;AISP 03 - Bonfim ;9;0;0;5;3;9;24;14;1
2018-15-3;AISP 04 - São Caetano ;6;0;0;1;6;24;51;5;3
2018-15-3;AISP 05 - Periperi ;10;0;0;4;7;25;34;8;8
2018-15-3;AISP 08 - CIA ;4;0;0;1;2;1;14;1;8
2018-15-3;AISP 10 - Pau da Lima ;9;0;0;0;3;9;47;8;2
2018-15-3;AISP 11 - Tancredo Neves ;6;1;0;1;6;25;57;9;6
2018-15-3;AISP 13 - Cajazeiras ;7;0;0;2;1;22;45;8;3
2019-15-3;AISP 06 - Brotas ;2;1;0;0;1;16;33;4;9
2019-15-3;AISP 07 - Rio Vermelho ;0;0;0;1;0;5;9;6;16
2019-15-3;AISP 09 - Boca do Rio ;1;0;0;3;2;7;31;2;7
2019-15-3;AISP 12 - Itapuã ;7;0;0;2;1;8;51;13;18
2019-15-3;AISP 14 - Barra ;0;0;0;0;2;1;2;6;8
2019-15-3;AISP 15 - Nordeste ;0;0;0;3;0;6;0;0;7
2019-15-3;AISP 16 - Pituba ;1;0;0;0;0;4;12;5;15
2019-15-3;AISP 01 - Barris ;3;0;0;4;0;10;8;6;25
2019-15-3;AISP 02 - Liberdade ;5;0;0;1;2;11;42;18;5
2019-15-3;AISP 03 - Bonfim ;7;0;0;4;4;12;22;9;10
2019-15-3;AISP 04 - São Caetano ;8;0;0;1;3;16;38;8;3
2019-15-3;AISP 05 - Periperi ;12;1;0;8;7;20;26;10;15
2019-15-3;AISP 08 - CIA ;2;0;0;0;1;2;6;0;12
2019-15-3;AISP 10 - Pau da Lima ;6;0;0;2;2;9;43;10;2
2019-15-3;AISP 11 - Tancredo Neves ;17;0;0;1;5;33;54;16;15
2019-15-3;AISP 13 - Cajazeiras ;10;1;0;6;3;6;25;8;2
2020-15-3;AISP 06 - Brotas ;1;0;0;3;3;12;36;5;6
2020-15-3;AISP 07 - Rio Vermelho ;2;0;0;0;1;3;26;3;2
2020-15-3;AISP 09 - Boca do Rio ;3;0;0;1;0;7;35;2;0
2020-15-3;AISP 12 - Itapuã ;9;0;0;6;4;5;78;4;5
2020-15-3;AISP 14 - Barra ;0;0;0;0;1;1;5;2;0
2020-15-3;AISP 15 - Nordeste ;1;0;0;0;2;1;3;0;2
2020-15-3;AISP 16 - Pituba ;0;0;0;0;0;7;21;0;0
2020-15-3;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-3;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-4;AISP 06 - Brotas ;4;1;0;3;2;27;30;13;13
2017-15-4;AISP 07 - Rio Vermelho ;0;0;0;0;3;9;22;3;7
2017-15-4;AISP 09 - Boca do Rio ;0;0;0;3;2;2;42;7;10
2017-15-4;AISP 12 - Itapuã ;11;0;0;0;1;32;54;16;17
2017-15-4;AISP 14 - Barra ;0;0;0;0;0;1;9;3;2
2017-15-4;AISP 15 - Nordeste ;1;0;0;0;0;3;1;0;5
2017-15-4;AISP 16 - Pituba ;0;0;0;0;0;13;27;6;6
2017-15-4;AISP 01 - Barris ;4;0;0;9;0;22;26;10;7
2017-15-4;AISP 02 - Liberdade ;2;0;0;1;3;12;30;11;4
2017-15-4;AISP 03 - Bonfim ;6;0;1;12;0;28;20;12;4
2017-15-4;AISP 04 - São Caetano ;17;0;1;5;1;28;31;12;4
2017-15-4;AISP 05 - Periperi ;16;0;0;7;3;38;20;9;11
2017-15-4;AISP 08 - CIA ;3;0;0;0;0;4;13;0;11
2017-15-4;AISP 10 - Pau da Lima ;13;0;1;2;4;5;31;3;0
2017-15-4;AISP 11 - Tancredo Neves ;15;0;0;3;4;41;40;17;24
2017-15-4;AISP 13 - Cajazeiras ;10;0;0;0;5;15;25;5;6
2018-15-4;AISP 06 - Brotas ;4;0;0;1;3;13;42;14;5
2018-15-4;AISP 07 - Rio Vermelho ;1;0;0;0;2;11;18;6;15
2018-15-4;AISP 09 - Boca do Rio ;5;0;0;2;3;5;45;5;7
2018-15-4;AISP 12 - Itapuã ;7;0;0;2;2;15;66;13;9
2018-15-4;AISP 14 - Barra ;1;0;0;1;0;0;5;0;6
2018-15-4;AISP 15 - Nordeste ;6;0;0;0;1;4;1;0;0
2018-15-4;AISP 16 - Pituba ;1;0;0;3;1;2;16;3;9
2018-15-4;AISP 01 - Barris ;3;0;0;0;0;5;19;6;26
2018-15-4;AISP 02 - Liberdade ;12;0;0;4;3;11;58;3;5
2018-15-4;AISP 03 - Bonfim ;7;0;0;1;3;15;31;14;13
2018-15-4;AISP 04 - São Caetano ;11;0;0;1;3;24;49;8;3
2018-15-4;AISP 05 - Periperi ;21;0;0;4;10;18;40;9;9
2018-15-4;AISP 08 - CIA ;1;0;0;1;0;8;12;0;9
2018-15-4;AISP 10 - Pau da Lima ;9;0;0;1;3;5;47;12;1
2018-15-4;AISP 11 - Tancredo Neves ;16;0;0;3;2;18;52;21;12
2018-15-4;AISP 13 - Cajazeiras ;3;0;0;0;1;10;34;4;4
2019-15-4;AISP 06 - Brotas ;6;0;0;9;1;5;30;9;11
2019-15-4;AISP 07 - Rio Vermelho ;0;0;0;2;0;4;12;4;24
2019-15-4;AISP 09 - Boca do Rio ;4;0;0;2;2;4;33;7;7
2019-15-4;AISP 12 - Itapuã ;8;0;0;2;7;7;68;17;13
2019-15-4;AISP 14 - Barra ;1;0;0;0;0;2;1;0;10
2019-15-4;AISP 15 - Nordeste ;1;0;0;2;0;6;1;1;5
2019-15-4;AISP 16 - Pituba ;0;0;0;1;1;11;9;4;24
2019-15-4;AISP 01 - Barris ;4;0;0;1;3;2;16;7;27
2019-15-4;AISP 02 - Liberdade ;10;0;0;6;1;10;17;30;4
2019-15-4;AISP 03 - Bonfim ;9;0;0;7;1;14;17;6;16
2019-15-4;AISP 04 - São Caetano ;12;1;0;1;4;14;45;9;2
2019-15-4;AISP 05 - Periperi ;12;0;0;9;7;19;30;5;5
2019-15-4;AISP 08 - CIA ;1;0;0;1;2;1;9;0;11
2019-15-4;AISP 10 - Pau da Lima ;3;0;0;0;2;3;34;5;1
2019-15-4;AISP 11 - Tancredo Neves ;16;1;0;1;7;38;52;21;15
2019-15-4;AISP 13 - Cajazeiras ;5;0;0;3;2;10;24;0;4
2020-15-4;AISP 06 - Brotas ;6;0;1;2;2;7;20;6;6
2020-15-4;AISP 07 - Rio Vermelho ;1;0;0;0;1;4;10;0;3
2020-15-4;AISP 09 - Boca do Rio ;8;0;0;1;2;2;32;5;1
2020-15-4;AISP 12 - Itapuã ;9;1;0;0;1;2;50;5;1
2020-15-4;AISP 14 - Barra ;0;0;0;0;0;1;5;0;0
2020-15-4;AISP 15 - Nordeste ;3;0;0;0;0;1;3;0;0
2020-15-4;AISP 16 - Pituba ;0;0;0;0;0;9;16;1;3
2020-15-4;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-4;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-5;AISP 06 - Brotas ;11;0;0;8;2;21;41;11;5
2017-15-5;AISP 07 - Rio Vermelho ;1;0;1;1;1;19;25;4;8
2017-15-5;AISP 09 - Boca do Rio ;2;0;0;3;2;3;44;7;9
2017-15-5;AISP 12 - Itapuã ;6;0;1;2;8;26;67;17;15
2017-15-5;AISP 14 - Barra ;0;0;0;0;0;1;12;1;2
2017-15-5;AISP 15 - Nordeste ;2;0;0;2;1;2;1;0;5
2017-15-5;AISP 16 - Pituba ;1;0;0;0;2;20;33;13;10
2017-15-5;AISP 01 - Barris ;5;0;1;0;1;18;24;13;16
2017-15-5;AISP 02 - Liberdade ;7;0;0;4;3;7;36;14;1
2017-15-5;AISP 03 - Bonfim ;7;0;0;1;2;42;26;8;7
2017-15-5;AISP 04 - São Caetano ;8;0;1;3;3;34;29;6;2
2017-15-5;AISP 05 - Periperi ;30;0;0;3;10;41;35;6;20
2017-15-5;AISP 08 - CIA ;3;0;0;0;0;3;18;0;7
2017-15-5;AISP 10 - Pau da Lima ;8;0;1;6;4;20;66;20;0
2017-15-5;AISP 11 - Tancredo Neves ;13;0;2;7;9;35;40;28;34
2017-15-5;AISP 13 - Cajazeiras ;7;0;0;4;4;11;34;6;4
2018-15-5;AISP 06 - Brotas ;1;0;0;0;3;9;26;13;3
2018-15-5;AISP 07 - Rio Vermelho ;0;0;0;0;1;10;19;5;10
2018-15-5;AISP 09 - Boca do Rio ;2;0;0;1;1;2;46;7;3
2018-15-5;AISP 12 - Itapuã ;10;0;0;0;6;15;64;13;5
2018-15-5;AISP 14 - Barra ;0;0;0;3;0;4;1;1;2
2018-15-5;AISP 15 - Nordeste ;1;0;0;0;0;2;1;0;5
2018-15-5;AISP 16 - Pituba ;1;0;0;0;0;2;26;9;7
2018-15-5;AISP 01 - Barris ;1;0;0;0;0;21;12;6;28
2018-15-5;AISP 02 - Liberdade ;4;0;0;5;3;6;46;9;5
2018-15-5;AISP 03 - Bonfim ;11;0;1;7;4;12;32;10;6
2018-15-5;AISP 04 - São Caetano ;15;0;0;0;4;26;46;3;4
2018-15-5;AISP 05 - Periperi ;20;0;1;4;3;28;30;7;3
2018-15-5;AISP 08 - CIA ;4;0;0;1;1;1;7;0;9
2018-15-5;AISP 10 - Pau da Lima ;12;0;0;1;3;1;46;9;3
2018-15-5;AISP 11 - Tancredo Neves ;15;1;0;3;5;23;71;14;13
2018-15-5;AISP 13 - Cajazeiras ;2;0;0;1;3;5;23;3;3
2019-15-5;AISP 06 - Brotas ;3;0;0;1;1;5;34;8;14
2019-15-5;AISP 07 - Rio Vermelho ;1;0;0;1;0;7;16;7;15
2019-15-5;AISP 09 - Boca do Rio ;2;0;0;0;1;2;38;3;10
2019-15-5;AISP 12 - Itapuã ;6;0;0;0;3;18;71;7;13
2019-15-5;AISP 14 - Barra ;0;0;1;0;0;0;4;0;2
2019-15-5;AISP 15 - Nordeste ;0;0;0;1;2;8;1;0;8
2019-15-5;AISP 16 - Pituba ;0;1;0;0;0;8;15;2;14
2019-15-5;AISP 01 - Barris ;3;0;0;1;1;1;17;3;19
2019-15-5;AISP 02 - Liberdade ;3;0;0;2;2;5;26;9;4
2019-15-5;AISP 03 - Bonfim ;12;0;0;7;2;21;12;7;12
2019-15-5;AISP 04 - São Caetano ;12;0;1;3;2;23;55;7;8
2019-15-5;AISP 05 - Periperi ;18;1;0;6;7;13;35;6;6
2019-15-5;AISP 08 - CIA ;2;0;0;1;1;1;10;5;8
2019-15-5;AISP 10 - Pau da Lima ;10;0;0;2;0;7;52;6;0
2019-15-5;AISP 11 - Tancredo Neves ;12;0;1;1;7;36;66;12;27
2019-15-5;AISP 13 - Cajazeiras ;2;0;0;1;4;9;42;6;3
2020-15-5;AISP 06 - Brotas ;4;0;0;0;1;4;19;6;1
2020-15-5;AISP 07 - Rio Vermelho ;1;0;0;2;0;2;7;0;7
2020-15-5;AISP 09 - Boca do Rio ;1;0;0;0;1;0;31;2;1
2020-15-5;AISP 12 - Itapuã ;14;0;0;3;2;7;45;1;0
2020-15-5;AISP 14 - Barra ;0;0;0;0;0;0;6;0;2
2020-15-5;AISP 15 - Nordeste ;0;0;0;0;0;2;1;0;0
2020-15-5;AISP 16 - Pituba ;0;0;0;0;1;9;8;1;6
2020-15-5;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-5;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-6;AISP 06 - Brotas ;4;0;0;1;1;12;32;10;14
2017-15-6;AISP 07 - Rio Vermelho ;3;0;0;1;0;22;27;6;11
2017-15-6;AISP 09 - Boca do Rio ;4;0;0;6;2;2;34;9;5
2017-15-6;AISP 12 - Itapuã ;9;0;0;3;6;28;58;13;11
2017-15-6;AISP 14 - Barra ;0;0;0;0;1;2;10;1;6
2017-15-6;AISP 15 - Nordeste ;6;0;0;1;0;1;1;0;0
2017-15-6;AISP 16 - Pituba ;0;0;0;0;1;13;20;11;6
2017-15-6;AISP 01 - Barris ;3;0;0;2;0;19;22;16;11
2017-15-6;AISP 02 - Liberdade ;8;0;1;2;1;10;37;10;0
2017-15-6;AISP 03 - Bonfim ;7;0;0;3;6;43;28;11;4
2017-15-6;AISP 04 - São Caetano ;8;0;0;4;1;24;38;10;1
2017-15-6;AISP 05 - Periperi ;19;0;0;5;9;39;38;7;13
2017-15-6;AISP 08 - CIA ;1;0;0;0;0;7;9;1;9
2017-15-6;AISP 10 - Pau da Lima ;8;0;0;1;5;12;43;9;2
2017-15-6;AISP 11 - Tancredo Neves ;10;0;0;3;4;23;68;24;23
2017-15-6;AISP 13 - Cajazeiras ;6;0;0;1;4;9;30;3;5
2018-15-6;AISP 06 - Brotas ;8;0;0;1;1;15;25;8;12
2018-15-6;AISP 07 - Rio Vermelho ;1;0;0;2;0;6;19;5;7
2018-15-6;AISP 09 - Boca do Rio ;3;0;0;1;0;0;51;4;5
2018-15-6;AISP 12 - Itapuã ;10;0;1;0;2;14;68;9;5
2018-15-6;AISP 14 - Barra ;0;0;0;2;0;1;3;1;4
2018-15-6;AISP 15 - Nordeste ;6;0;0;4;0;1;1;1;3
2018-15-6;AISP 16 - Pituba ;0;1;0;1;0;12;26;4;7
2018-15-6;AISP 01 - Barris ;0;0;0;1;2;12;14;6;23
2018-15-6;AISP 02 - Liberdade ;10;0;0;5;1;2;41;10;1
2018-15-6;AISP 03 - Bonfim ;5;0;0;1;0;22;38;22;8
2018-15-6;AISP 04 - São Caetano ;14;0;0;1;3;25;37;8;2
2018-15-6;AISP 05 - Periperi ;17;0;1;4;8;30;30;9;7
2018-15-6;AISP 08 - CIA ;5;0;0;0;0;2;8;0;10
2018-15-6;AISP 10 - Pau da Lima ;9;0;0;0;8;12;34;14;3
2018-15-6;AISP 11 - Tancredo Neves ;11;0;0;2;4;13;61;11;17
2018-15-6;AISP 13 - Cajazeiras ;6;0;0;2;2;9;38;2;4
2019-15-6;AISP 06 - Brotas ;2;0;0;1;1;17;24;10;4
2019-15-6;AISP 07 - Rio Vermelho ;2;0;0;1;0;6;7;2;6
2019-15-6;AISP 09 - Boca do Rio ;4;0;0;0;1;2;41;4;2
2019-15-6;AISP 12 - Itapuã ;7;0;0;2;1;15;38;9;5
2019-15-6;AISP 14 - Barra ;0;0;0;0;2;0;10;3;0
2019-15-6;AISP 15 - Nordeste ;0;0;0;0;0;9;0;2;15
2019-15-6;AISP 16 - Pituba ;0;0;0;0;0;5;10;4;21
