MES;Área Integrada de Segurança Pública - AISP ;Homicídio Doloso ;Lesão Corporal Seguida de Morte ;Roubo com Resultado Morte - (Latrocínio) ;Tentativa de Homicídio ;Estupro ;Roubo a Ônibus (Urbano e em Rodovia) ;Roubo de Veículo ;Furto de Veículo ;Uso ou Porte Substância Entorpecente (Usuários) 
2019-15-6;AISP 01 - Barris ;3;0;0;1;1;8;14;3;8
2019-15-6;AISP 02 - Liberdade ;4;0;1;2;0;12;23;10;5
2019-15-6;AISP 03 - Bonfim ;6;0;0;0;0;16;11;11;8
2019-15-6;AISP 04 - São Caetano ;5;0;0;0;3;33;30;8;4
2019-15-6;AISP 05 - Periperi ;12;0;0;9;1;16;22;1;6
2019-15-6;AISP 08 - CIA ;1;0;0;0;0;2;8;2;8
2019-15-6;AISP 10 - Pau da Lima ;8;0;0;0;0;5;45;4;4
2019-15-6;AISP 11 - Tancredo Neves ;9;0;0;0;3;26;55;17;12
2019-15-6;AISP 13 - Cajazeiras ;5;0;0;0;0;16;27;5;1
2020-15-6;AISP 06 - Brotas ;1;0;0;0;1;11;16;11;1
2020-15-6;AISP 07 - Rio Vermelho ;2;0;0;0;0;0;4;3;6
2020-15-6;AISP 09 - Boca do Rio ;0;1;0;0;2;4;14;0;0
2020-15-6;AISP 12 - Itapuã ;10;0;0;0;0;8;35;7;0
2020-15-6;AISP 14 - Barra ;0;0;0;0;1;0;2;0;2
2020-15-6;AISP 15 - Nordeste ;1;0;0;0;0;1;0;1;1
2020-15-6;AISP 16 - Pituba ;0;0;0;0;0;4;16;2;6
2020-15-6;AISP 01 - Barris ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 02 - Liberdade ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 03 - Bonfim ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 04 - São Caetano ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 05 - Periperi ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 08 - CIA ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 10 - Pau da Lima ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 11 - Tancredo Neves ;0;0;0;0;0;0;0;0;0
2020-15-6;AISP 13 - Cajazeiras ;0;0;0;0;0;0;0;0;0
2017-15-7;AISP 06 - Brotas ;5;0;0;0;1;20;33;13;10
2017-15-7;AISP 07 - Rio Vermelho ;7;0;0;0;1;12;22;3;9
2017-15-7;AISP 09 - Boca do Rio ;4;0;1;0;3;5;47;9;2
2017-15-7;AISP 12 - Itapuã ;10;0;0;1;5;11;55;18;4
2017-15-7;AISP 14 - Barra ;0;0;0;0;0;1;11;0;2
2017-15-7;AISP 15 - Nordeste ;7;0;0;1;0;1;0;0;6
2017-15-7;AISP 16 - Pituba ;0;0;0;0;2;36;18;11;7
2017-15-7;AISP 01 - Barris ;1;0;0;0;2;13;28;5;7
2017-15-7;AISP 02 - Liberdade ;10;1;0;5;2;5;50;7;8
2017-15-7;AISP 03 - Bonfim ;5;0;0;6;7;29;27;9;9
2017-15-7;AISP 04 - São Caetano ;17;1;0;3;5;25;41;10;11
2017-15-7;AISP 05 - Periperi ;15;0;3;3;4;19;42;8;15
2017-15-7;AISP 08 - CIA ;1;0;0;1;0;2;8;1;10
2017-15-7;AISP 10 - Pau da Lima ;7;0;0;0;1;3;43;18;4
2017-15-7;AISP 11 - Tancredo Neves ;9;0;0;5;4;25;65;21;16
2017-15-7;AISP 13 - Cajazeiras ;14;0;0;6;2;2;21;7;8
2018-15-7;AISP 06 - Brotas ;3;0;0;1;4;8;34;12;12
2018-15-7;AISP 07 - Rio Vermelho ;4;0;0;1;4;4;19;3;23
2018-15-7;AISP 09 - Boca do Rio ;3;0;0;2;0;13;33;4;9
2018-15-7;AISP 12 - Itapuã ;12;0;0;1;5;7;55;16;8
2018-15-7;AISP 14 - Barra ;0;0;0;1;0;1;3;0;5
2018-15-7;AISP 15 - Nordeste ;1;0;0;0;0;0;2;1;1
2018-15-7;AISP 16 - Pituba ;0;0;0;0;1;11;15;2;6
2018-15-7;AISP 01 - Barris ;0;0;0;0;4;11;17;4;18
2018-15-7;AISP 02 - Liberdade ;4;0;0;1;3;2;44;8;1
2018-15-7;AISP 03 - Bonfim ;4;0;0;2;0;24;27;21;6
2018-15-7;AISP 04 - São Caetano ;6;0;0;0;2;10;52;14;6
2018-15-7;AISP 05 - Periperi ;20;0;0;8;11;29;28;6;4
2018-15-7;AISP 08 - CIA ;3;0;1;1;1;2;10;1;7
2018-15-7;AISP 10 - Pau da Lima ;10;0;0;3;3;6;33;8;1
2018-15-7;AISP 11 - Tancredo Neves ;10;0;0;0;1;21;72;13;12
2018-15-7;AISP 13 - Cajazeiras ;5;0;0;6;0;9;32;3;5
2019-15-7;AISP 06 - Brotas ;1;0;0;0;3;6;33;19;6
2019-15-7;AISP 07 - Rio Vermelho ;1;0;0;1;2;2;14;9;9
2019-15-7;AISP 09 - Boca do Rio ;2;0;0;0;1;1;37;6;6
2019-15-7;AISP 12 - Itapuã ;8;0;0;4;1;16;45;14;5
2019-15-7;AISP 14 - Barra ;0;0;0;0;0;0;3;0;2
2019-15-7;AISP 15 - Nordeste ;4;0;0;0;0;1;1;0;8
2019-15-7;AISP 16 - Pituba ;0;0;0;0;1;7;12;3;11
2019-15-7;AISP 01 - Barris ;5;0;0;2;0;4;10;5;13
2019-15-7;AISP 02 - Liberdade ;5;0;0;0;1;4;30;14;3
2019-15-7;AISP 03 - Bonfim ;2;0;0;0;0;15;16;11;10
2019-15-7;AISP 04 - São Caetano ;7;0;0;1;2;26;55;9;1
2019-15-7;AISP 05 - Periperi ;16;0;0;4;3;12;32;7;1
2019-15-7;AISP 08 - CIA ;2;0;0;0;0;0;16;1;7
2019-15-7;AISP 10 - Pau da Lima ;3;0;0;2;1;4;39;13;2
2019-15-7;AISP 11 - Tancredo Neves ;5;0;0;2;2;28;61;16;13
2019-15-7;AISP 13 - Cajazeiras ;13;0;1;3;2;12;31;6;4
2017-15-8;AISP 06 - Brotas ;3;0;0;2;3;15;34;9;8
2017-15-8;AISP 07 - Rio Vermelho ;2;0;0;1;3;9;14;6;21
2017-15-8;AISP 09 - Boca do Rio ;1;0;0;2;3;3;47;13;11
2017-15-8;AISP 12 - Itapuã ;7;0;0;3;2;11;62;15;4
2017-15-8;AISP 14 - Barra ;0;0;0;1;1;0;9;2;1
2017-15-8;AISP 15 - Nordeste ;1;0;0;1;0;2;1;1;9
2017-15-8;AISP 16 - Pituba ;1;0;0;0;1;23;26;11;13
2017-15-8;AISP 01 - Barris ;2;0;0;2;5;13;20;2;14
2017-15-8;AISP 02 - Liberdade ;26;0;0;9;1;5;34;10;8
2017-15-8;AISP 03 - Bonfim ;10;0;0;7;3;27;21;21;14
2017-15-8;AISP 04 - São Caetano ;12;0;0;4;1;23;40;4;6
2017-15-8;AISP 05 - Periperi ;20;0;0;16;13;28;30;8;10
2017-15-8;AISP 08 - CIA ;3;0;0;4;1;3;8;3;10
2017-15-8;AISP 10 - Pau da Lima ;5;0;0;0;5;6;45;6;1
2017-15-8;AISP 11 - Tancredo Neves ;13;0;0;2;4;25;72;20;25
2017-15-8;AISP 13 - Cajazeiras ;9;0;0;0;7;5;21;4;3
2018-15-8;AISP 06 - Brotas ;5;0;1;0;3;9;27;11;8
2018-15-8;AISP 07 - Rio Vermelho ;1;0;0;1;2;10;11;5;26
2018-15-8;AISP 09 - Boca do Rio ;0;1;0;2;1;6;35;6;16
2018-15-8;AISP 12 - Itapuã ;8;0;1;2;5;16;59;10;1
2018-15-8;AISP 14 - Barra ;0;0;0;0;0;2;9;2;6
2018-15-8;AISP 15 - Nordeste ;0;0;0;0;1;0;1;1;5
2018-15-8;AISP 16 - Pituba ;0;0;0;1;0;16;23;4;4
2018-15-8;AISP 01 - Barris ;1;0;0;0;1;3;15;13;34
2018-15-8;AISP 02 - Liberdade ;10;0;0;0;0;4;30;13;4
2018-15-8;AISP 03 - Bonfim ;7;0;0;6;1;17;28;19;10
2018-15-8;AISP 04 - São Caetano ;11;0;0;1;3;20;41;2;5
2018-15-8;AISP 05 - Periperi ;12;0;1;3;2;18;25;6;4
2018-15-8;AISP 08 - CIA ;4;0;0;1;0;2;5;0;16
2018-15-8;AISP 10 - Pau da Lima ;10;0;0;6;5;8;40;13;6
2018-15-8;AISP 11 - Tancredo Neves ;5;0;0;0;7;23;47;22;13
2018-15-8;AISP 13 - Cajazeiras ;4;0;0;1;2;13;39;3;5
2019-15-8;AISP 06 - Brotas ;2;1;0;1;0;7;22;12;14
2019-15-8;AISP 07 - Rio Vermelho ;1;0;0;0;0;2;4;5;15
2019-15-8;AISP 09 - Boca do Rio ;1;1;0;0;0;1;33;5;1
2019-15-8;AISP 12 - Itapuã ;8;0;1;1;4;9;60;13;9
2019-15-8;AISP 14 - Barra ;0;0;0;0;0;6;2;1;3
2019-15-8;AISP 15 - Nordeste ;2;0;0;2;0;0;1;0;14
2019-15-8;AISP 16 - Pituba ;0;0;0;2;1;5;11;3;18
2019-15-8;AISP 01 - Barris ;4;0;0;2;4;12;7;9;13
2019-15-8;AISP 02 - Liberdade ;6;0;0;1;1;10;23;10;4
2019-15-8;AISP 03 - Bonfim ;5;0;0;4;1;12;30;5;6
2019-15-8;AISP 04 - São Caetano ;14;0;0;2;1;32;34;3;3
2019-15-8;AISP 05 - Periperi ;12;0;1;10;6;26;27;4;12
2019-15-8;AISP 08 - CIA ;1;0;0;1;2;1;6;0;12
2019-15-8;AISP 10 - Pau da Lima ;3;0;0;0;2;3;36;6;1
2019-15-8;AISP 11 - Tancredo Neves ;12;0;0;0;7;31;56;16;18
2019-15-8;AISP 13 - Cajazeiras ;5;0;1;1;2;4;22;1;5
2017-15-9;AISP 06 - Brotas ;9;0;0;1;6;7;41;2;10
2017-15-9;AISP 07 - Rio Vermelho ;3;0;1;6;1;5;22;2;12
2017-15-9;AISP 09 - Boca do Rio ;1;0;0;1;1;2;47;13;9
2017-15-9;AISP 12 - Itapuã ;13;0;0;3;4;11;59;9;2
2017-15-9;AISP 14 - Barra ;1;0;0;1;0;1;15;0;14
2017-15-9;AISP 15 - Nordeste ;1;0;0;1;0;0;1;0;10
2017-15-9;AISP 16 - Pituba ;0;0;0;0;1;9;26;7;12
2017-15-9;AISP 01 - Barris ;5;2;0;1;4;10;25;1;12
2017-15-9;AISP 02 - Liberdade ;9;0;0;5;3;12;30;5;5
2017-15-9;AISP 03 - Bonfim ;7;0;0;3;8;17;32;11;4
2017-15-9;AISP 04 - São Caetano ;13;0;0;10;3;24;31;1;13
2017-15-9;AISP 05 - Periperi ;23;0;0;11;8;28;30;5;6
2017-15-9;AISP 08 - CIA ;2;0;0;1;1;4;11;0;11
2017-15-9;AISP 10 - Pau da Lima ;12;0;0;3;2;5;45;13;2
2017-15-9;AISP 11 - Tancredo Neves ;5;0;1;5;7;25;49;14;20
2017-15-9;AISP 13 - Cajazeiras ;7;0;0;1;4;8;39;3;5
2018-15-9;AISP 06 - Brotas ;2;0;0;1;0;7;34;5;8
2018-15-9;AISP 07 - Rio Vermelho ;2;0;1;0;0;0;10;3;12
2018-15-9;AISP 09 - Boca do Rio ;2;0;0;1;0;9;43;2;7
2018-15-9;AISP 12 - Itapuã ;12;0;0;1;0;12;61;15;7
2018-15-9;AISP 14 - Barra ;0;0;0;0;1;1;6;2;3
2018-15-9;AISP 15 - Nordeste ;4;0;0;0;0;1;0;0;3
2018-15-9;AISP 16 - Pituba ;1;0;0;1;0;13;20;3;12
2018-15-9;AISP 01 - Barris ;4;0;0;0;2;7;16;6;28
2018-15-9;AISP 02 - Liberdade ;6;0;0;1;0;2;26;5;5
2018-15-9;AISP 03 - Bonfim ;8;0;0;6;1;26;22;17;10
2018-15-9;AISP 04 - São Caetano ;12;0;0;2;1;11;29;7;5
2018-15-9;AISP 05 - Periperi ;8;0;0;4;4;29;25;5;12
2018-15-9;AISP 08 - CIA ;3;0;1;2;0;4;8;0;18
2018-15-9;AISP 10 - Pau da Lima ;10;0;0;1;0;6;33;15;3
2018-15-9;AISP 11 - Tancredo Neves ;14;0;0;0;2;32;58;19;7
2018-15-9;AISP 13 - Cajazeiras ;9;0;0;1;0;6;29;1;2
2019-15-9;AISP 06 - Brotas ;4;0;0;0;0;8;31;9;5
2019-15-9;AISP 07 - Rio Vermelho ;1;0;0;3;0;2;15;2;17
2019-15-9;AISP 09 - Boca do Rio ;1;0;0;0;1;1;29;6;2
2019-15-9;AISP 12 - Itapuã ;4;0;0;1;3;12;53;15;8
2019-15-9;AISP 14 - Barra ;0;0;0;0;0;0;6;1;3
2019-15-9;AISP 15 - Nordeste ;0;0;0;1;0;1;1;0;2
2019-15-9;AISP 16 - Pituba ;0;0;0;0;0;16;6;2;12
2019-15-9;AISP 01 - Barris ;4;0;0;4;0;4;12;4;26
2019-15-9;AISP 02 - Liberdade ;1;0;0;0;4;6;22;4;7
2019-15-9;AISP 03 - Bonfim ;6;0;0;0;1;9;23;6;11
2019-15-9;AISP 04 - São Caetano ;9;0;0;0;2;17;29;8;3
2019-15-9;AISP 05 - Periperi ;17;0;0;5;2;13;17;6;22
2019-15-9;AISP 08 - CIA ;0;0;0;0;1;1;6;0;9
2019-15-9;AISP 10 - Pau da Lima ;11;0;0;1;0;1;34;3;3
2019-15-9;AISP 11 - Tancredo Neves ;11;0;0;1;3;19;44;17;26
2019-15-9;AISP 13 - Cajazeiras ;7;0;0;1;1;7;27;1;8
2017-15-10;AISP 06 - Brotas ;5;0;0;2;2;6;30;7;11
2017-15-10;AISP 07 - Rio Vermelho ;2;0;0;5;3;2;18;3;12
2017-15-10;AISP 09 - Boca do Rio ;4;0;0;0;3;5;49;14;7
2017-15-10;AISP 12 - Itapuã ;14;0;0;4;9;13;56;21;3
2017-15-10;AISP 14 - Barra ;0;0;0;0;0;0;6;4;0
2017-15-10;AISP 15 - Nordeste ;2;0;0;3;1;0;1;0;6
2017-15-10;AISP 16 - Pituba ;0;0;0;0;3;15;26;7;9
2017-15-10;AISP 01 - Barris ;1;0;1;1;1;12;10;1;15
2017-15-10;AISP 02 - Liberdade ;8;0;0;25;3;14;36;7;4
2017-15-10;AISP 03 - Bonfim ;6;1;0;4;7;17;15;19;8
2017-15-10;AISP 04 - São Caetano ;12;0;0;5;11;34;35;12;5
2017-15-10;AISP 05 - Periperi ;22;0;0;15;5;26;47;2;3
2017-15-10;AISP 08 - CIA ;2;1;0;3;1;4;11;1;10
2017-15-10;AISP 10 - Pau da Lima ;12;0;0;4;1;4;34;9;3
2017-15-10;AISP 11 - Tancredo Neves ;7;1;0;1;14;24;53;19;9
2017-15-10;AISP 13 - Cajazeiras ;11;0;1;0;5;8;35;4;6
2018-15-10;AISP 06 - Brotas ;1;1;0;1;1;25;22;9;4
2018-15-10;AISP 07 - Rio Vermelho ;3;0;0;0;0;4;7;7;12
2018-15-10;AISP 09 - Boca do Rio ;1;0;0;0;0;13;48;3;4
2018-15-10;AISP 12 - Itapuã ;13;0;0;1;1;21;63;14;8
2018-15-10;AISP 14 - Barra ;0;0;0;2;1;3;4;1;4
2018-15-10;AISP 15 - Nordeste ;0;0;0;0;0;1;1;0;7
2018-15-10;AISP 16 - Pituba ;0;0;0;0;2;19;25;5;8
2018-15-10;AISP 01 - Barris ;6;0;0;3;0;4;8;6;20
2018-15-10;AISP 02 - Liberdade ;3;1;0;2;2;4;40;5;5
2018-15-10;AISP 03 - Bonfim ;3;0;0;2;0;18;23;21;4
2018-15-10;AISP 04 - São Caetano ;20;0;1;3;0;20;36;8;10
2018-15-10;AISP 05 - Periperi ;14;0;0;3;3;23;35;5;5
2018-15-10;AISP 08 - CIA ;2;0;0;2;1;2;10;3;11
2018-15-10;AISP 10 - Pau da Lima ;12;1;0;0;0;3;37;13;5
2018-15-10;AISP 11 - Tancredo Neves ;10;0;0;5;0;25;67;18;9
2018-15-10;AISP 13 - Cajazeiras ;3;1;0;1;2;5;25;5;1
2019-15-10;AISP 06 - Brotas ;7;0;1;4;1;8;34;7;5
2019-15-10;AISP 07 - Rio Vermelho ;5;0;1;1;0;7;18;2;8
2019-15-10;AISP 09 - Boca do Rio ;4;0;0;1;1;4;53;5;0
2019-15-10;AISP 12 - Itapuã ;13;0;0;1;1;10;53;13;5
2019-15-10;AISP 14 - Barra ;0;0;0;0;1;1;4;0;1
2019-15-10;AISP 15 - Nordeste ;1;0;0;0;2;0;3;2;2
2019-15-10;AISP 16 - Pituba ;0;0;0;1;0;6;9;0;4
2019-15-10;AISP 01 - Barris ;2;0;0;3;0;6;13;5;8
2019-15-10;AISP 02 - Liberdade ;9;1;0;4;0;9;29;2;2
2019-15-10;AISP 03 - Bonfim ;7;0;0;0;5;19;27;4;12
2019-15-10;AISP 04 - São Caetano ;11;0;0;0;0;35;60;4;0
2019-15-10;AISP 05 - Periperi ;22;0;0;4;2;19;42;5;1
2019-15-10;AISP 08 - CIA ;2;0;0;0;0;4;12;0;5
2019-15-10;AISP 10 - Pau da Lima ;18;0;0;4;1;5;50;13;1
2019-15-10;AISP 11 - Tancredo Neves ;9;0;0;1;5;34;60;9;20
2019-15-10;AISP 13 - Cajazeiras ;5;0;0;6;2;10;27;1;0
2017-15-11;AISP 06 - Brotas ;4;0;0;6;6;6;41;3;8
2017-15-11;AISP 07 - Rio Vermelho ;3;0;1;2;3;8;16;10;7
2017-15-11;AISP 09 - Boca do Rio ;5;0;0;1;0;4;38;12;13
2017-15-11;AISP 12 - Itapuã ;12;0;1;1;0;12;49;7;0
2017-15-11;AISP 14 - Barra ;1;0;0;0;0;1;1;4;2
2017-15-11;AISP 15 - Nordeste ;2;0;0;1;1;1;0;1;2
2017-15-11;AISP 16 - Pituba ;2;0;0;1;2;12;25;8;9
2017-15-11;AISP 01 - Barris ;1;1;0;0;0;7;6;10;15
2017-15-11;AISP 02 - Liberdade ;11;0;0;5;3;3;36;6;3
2017-15-11;AISP 03 - Bonfim ;9;0;2;1;4;10;10;20;10
2017-15-11;AISP 04 - São Caetano ;9;0;0;1;3;16;56;8;0
2017-15-11;AISP 05 - Periperi ;14;0;0;9;5;20;47;8;1
2017-15-11;AISP 08 - CIA ;5;0;0;1;1;2;9;0;6
2017-15-11;AISP 10 - Pau da Lima ;14;1;0;3;8;10;40;18;3
2017-15-11;AISP 11 - Tancredo Neves ;9;0;0;4;12;35;49;15;4
2017-15-11;AISP 13 - Cajazeiras ;11;0;1;2;1;6;21;6;15
2018-15-11;AISP 06 - Brotas ;2;0;0;2;1;16;16;6;3
2018-15-11;AISP 07 - Rio Vermelho ;1;0;0;0;0;8;11;2;3
2018-15-11;AISP 09 - Boca do Rio ;2;0;0;0;0;6;35;6;10
2018-15-11;AISP 12 - Itapuã ;8;0;0;3;1;24;31;22;7
2018-15-11;AISP 14 - Barra ;1;0;0;0;0;2;4;4;1
2018-15-11;AISP 15 - Nordeste ;1;0;0;0;0;1;1;0;4
2018-15-11;AISP 16 - Pituba ;0;0;0;0;0;16;18;1;12
2018-15-11;AISP 01 - Barris ;4;0;1;0;1;16;15;5;3
2018-15-11;AISP 02 - Liberdade ;5;0;0;3;0;4;35;13;0
2018-15-11;AISP 03 - Bonfim ;3;0;0;2;0;21;8;16;8
2018-15-11;AISP 04 - São Caetano ;8;0;0;2;0;26;30;7;1
2018-15-11;AISP 05 - Periperi ;11;0;0;2;1;18;36;10;2
2018-15-11;AISP 08 - CIA ;5;0;0;4;0;1;3;0;10
2018-15-11;AISP 10 - Pau da Lima ;11;0;0;1;0;8;26;13;1
2018-15-11;AISP 11 - Tancredo Neves ;8;0;0;2;2;17;45;11;13
2018-15-11;AISP 13 - Cajazeiras ;10;0;0;2;1;6;24;1;3
2019-15-11;AISP 06 - Brotas ;0;0;0;3;1;7;37;6;2
2019-15-11;AISP 07 - Rio Vermelho ;3;0;0;0;0;10;13;4;2
2019-15-11;AISP 09 - Boca do Rio ;0;0;0;0;0;9;46;6;0
2019-15-11;AISP 12 - Itapuã ;8;0;0;1;4;14;64;25;6
2019-15-11;AISP 14 - Barra ;0;0;0;0;0;2;7;0;1
2019-15-11;AISP 15 - Nordeste ;1;0;0;1;0;4;0;0;2
2019-15-11;AISP 16 - Pituba ;0;0;0;0;0;14;12;4;3
2019-15-11;AISP 01 - Barris ;0;0;0;3;3;7;15;5;14
2019-15-11;AISP 02 - Liberdade ;6;0;0;2;0;7;22;5;7
2019-15-11;AISP 03 - Bonfim ;4;0;0;1;3;21;27;6;14
2019-15-11;AISP 04 - São Caetano ;5;0;0;3;1;16;40;3;3
2019-15-11;AISP 05 - Periperi ;16;0;0;1;2;28;31;3;2
2019-15-11;AISP 08 - CIA ;2;1;0;1;2;2;5;0;0
2019-15-11;AISP 10 - Pau da Lima ;3;0;0;1;2;7;47;4;0
2019-15-11;AISP 11 - Tancredo Neves ;18;0;2;3;4;38;63;14;11
2019-15-11;AISP 13 - Cajazeiras ;5;0;0;1;1;8;25;5;1
2017-15-12;AISP 06 - Brotas ;9;0;0;1;0;15;29;5;7
2017-15-12;AISP 07 - Rio Vermelho ;2;0;0;2;3;22;15;3;8
2017-15-12;AISP 09 - Boca do Rio ;4;0;0;0;1;3;25;9;16
2017-15-12;AISP 12 - Itapuã ;11;1;0;1;6;9;52;11;2
2017-15-12;AISP 14 - Barra ;1;0;0;0;1;0;8;5;9
2017-15-12;AISP 15 - Nordeste ;2;0;0;1;0;1;1;1;7
2017-15-12;AISP 16 - Pituba ;0;0;0;0;0;11;22;3;6
2017-15-12;AISP 01 - Barris ;5;0;0;3;1;13;16;16;20
2017-15-12;AISP 02 - Liberdade ;9;0;0;2;1;4;47;7;1
2017-15-12;AISP 03 - Bonfim ;10;0;0;3;2;13;25;15;6
2017-15-12;AISP 04 - São Caetano ;9;0;0;2;4;15;46;8;2
2017-15-12;AISP 05 - Periperi ;23;0;0;4;3;19;29;5;5
2017-15-12;AISP 08 - CIA ;5;0;0;0;1;3;8;0;5
2017-15-12;AISP 10 - Pau da Lima ;15;0;0;6;4;3;31;11;1
2017-15-12;AISP 11 - Tancredo Neves ;13;0;0;2;6;22;39;11;12
2017-15-12;AISP 13 - Cajazeiras ;7;0;0;2;2;7;40;1;4
2018-15-12;AISP 06 - Brotas ;1;0;0;0;0;10;24;14;7
2018-15-12;AISP 07 - Rio Vermelho ;2;0;0;1;1;8;9;7;11
2018-15-12;AISP 09 - Boca do Rio ;4;0;0;7;2;3;29;5;13
2018-15-12;AISP 12 - Itapuã ;12;0;1;1;1;18;31;16;7
2018-15-12;AISP 14 - Barra ;0;0;0;0;0;4;1;0;3
2018-15-12;AISP 15 - Nordeste ;1;0;0;0;0;4;2;0;5
2018-15-12;AISP 16 - Pituba ;0;0;0;1;0;18;16;6;15
2018-15-12;AISP 01 - Barris ;1;1;0;1;0;11;13;6;19
2018-15-12;AISP 02 - Liberdade ;9;0;0;0;0;5;30;12;4
2018-15-12;AISP 03 - Bonfim ;10;0;0;4;0;11;7;10;10
2018-15-12;AISP 04 - São Caetano ;9;1;0;1;1;30;24;4;8
2018-15-12;AISP 05 - Periperi ;21;0;0;7;2;20;42;6;3
2018-15-12;AISP 08 - CIA ;4;0;0;1;0;0;4;4;14
2018-15-12;AISP 10 - Pau da Lima ;5;0;0;4;1;4;33;6;1
2018-15-12;AISP 11 - Tancredo Neves ;11;0;0;0;1;28;31;14;3
2018-15-12;AISP 13 - Cajazeiras ;8;0;0;0;0;5;22;8;1
2019-15-12;AISP 06 - Brotas ;6;0;0;0;0;11;11;4;2
2019-15-12;AISP 07 - Rio Vermelho ;1;0;0;0;1;4;21;3;3
2019-15-12;AISP 09 - Boca do Rio ;1;0;0;0;1;4;36;6;0
2019-15-12;AISP 12 - Itapuã ;12;0;0;2;1;16;61;24;7
2019-15-12;AISP 14 - Barra ;0;0;1;0;0;0;9;0;2
2019-15-12;AISP 15 - Nordeste ;3;1;0;0;0;5;2;0;1
2019-15-12;AISP 16 - Pituba ;1;0;0;0;2;15;8;2;4
2019-15-12;AISP 01 - Barris ;2;0;0;2;2;8;17;2;9
2019-15-12;AISP 02 - Liberdade ;5;1;0;1;0;4;25;6;6
2019-15-12;AISP 03 - Bonfim ;4;0;0;4;2;15;16;7;12
2019-15-12;AISP 04 - São Caetano ;15;0;0;0;0;23;49;8;0
2019-15-12;AISP 05 - Periperi ;16;0;0;3;3;30;27;4;7
2019-15-12;AISP 08 - CIA ;2;0;0;0;1;6;5;0;0
2019-15-12;AISP 10 - Pau da Lima ;7;0;0;1;0;7;41;10;4
2019-15-12;AISP 11 - Tancredo Neves ;14;0;0;4;5;44;37;12;8
2019-15-12;AISP 13 - Cajazeiras ;3;0;0;2;1;14;28;4;1
